Plot,Subquadrat,Tree Number,Species Code,Circumference (cm),Conifer or Deciduous,Elevation (m),GPS Latitude,GPS Longitude,Date,,SORT BY elevation_m,
BRFP2,A,5,LA,86,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,D,2,LA,87,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,I,1,LA,88,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,G,5,LA,89,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,B,5,LA,90,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,A,2,LA,93,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,H,1,LA,93,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,E,3,LA,95,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,G,4,LA,95,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,C,1,LA,96,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,C,4,LA,96,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,D,3,LA,98,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,B,2,SP,103,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,E,1,LA,103,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,G,3,LA,103,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,D,1,LA,110,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,B,4,LA,120,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,C,2,LA,120,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,F,1,LA,120,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,B,1,LA,125,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,A,1,LA,135,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,E,2,LA,136,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BRFP2,G,1,LA,144,Conifer,1419,46.3408500°,007.0017472°,5/1/2016,,"1,419.00",
BEFP1,H,3,Unknown,44,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,B,2,Unknown,49,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,I,1,Unknown,50,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,B,3,Unknown,52,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,A,2,Unknown,53,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,C,1,Unknown,62,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,F,3,Unknown,62,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,A,4,Unknown,63,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,H,4,Unknown,69,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,C,2,Unknown,72,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,E,1,Unknown,72,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,G,5,Unknown,78,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,A,9,Unknown,86,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,G,6,Unknown,87,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,A,8,Unknown,88,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,G,4,Unknown,90,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,A,6,Unknown,94,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,H,2,Unknown,97,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,H,1,Unknown,99,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,D,1,Unknown,102,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,E,3,Unknown,112,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,I,2,Unknown,114,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,D,3,Unknown,117,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,D,4,Unknown,122,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,E,2,Unknown,122,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,A,1,Unknown,130,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,A,5,Unknown,130,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,F,2,Unknown,132,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,G,2,Unknown,132,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,A,7,Unknown,134,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,G,3,Unknown,140,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,C,3,Unknown,142,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,G,1,Unknown,142,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,A,3,Unknown,148,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,F,1,Unknown,149,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP1,D,2,Unknown,203,Unknown,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,F,10,NS,33,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,C,4,NS,35,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,F,9,NS,36,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,D,1,SM,37,Deciduous,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,B,5,NS,42,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,I,4,NS,43,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,I,6,NS,43,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,A,1,NS,45,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,I,5,NS,45,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,I,3,NS,46,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,B,3,NS,50,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,B,6,SM,53,Deciduous,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,A,2,NS,55,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,E,2,NS,55,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,C,7,NS,56,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,I,7,NS,57,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,E,1,NS,63,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,I,2,NS,63,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,E,4,NS,65,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,C,3,NS,66,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,D,2,NS,69,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,F,5,UD,72,Deciduous,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,A,3,NS,78,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,E,3,NS,78,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,C,1,NS,79,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,B,2,NS,80,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,B,1,NS,82,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,C,6,NS,83,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,B,4,NS,84,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,C,8,NS,90,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,C,2,NS,93,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,C,5,NS,113,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,F,7,SP,139,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,F,8,NS,156,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,F,6,NS,176,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BEFP2,I,1,NS,180,Conifer,1478,46.3464194°,007.0083028°,5/1/2016,,"1,478.00",
BPFP,H,2,SF,73,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,B,1,SF,91,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,I,3,SF,94,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,I,1,SF,102,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,H,3,SF,104,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,H,5,SF,130,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,H,4,SF,135,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,I,2,SF,143,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,B,3,SF,144,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,A,3,SF,163,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,H,1,SF,163,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,G,2,SF,165,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,B,2,SF,167,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,F,2,SF,177,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,G,1,SF,177,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,A,2,SF,178,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,D,3,SF,178,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,C,1,SF,179,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,F,1,SF,192,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,G,3,SF,204,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,D,1,SF,207,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,A,1,SF,210,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,D,2,SF,213,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,E,1,SF,265,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
BPFP,A,4,SF,270,Conifer,1703,46.3446389°,006.9945306°,5/1/2016,,"1,703.00",
SOFP,H,5,NS,68,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,H,2,NS,70,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,I,2,NS,83,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,C,3,NS,84,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,B,4,NS,87,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,C,1,NS,89.5,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,A,3,NS,95,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,A,2,NS,97,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,I,1,NS,107,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,C,2,NS,108,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,H,3,NS,120,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,E,2,NS,123,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,A,1,NS,126,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,I,5,NS,139.5,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,I,3,NS,142,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,A,4,NS,170,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,B,1,NS,171,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,H,1,NS,172,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,B,3,NS,176,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,H,4,NS,179,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,I,4,NS,180,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,E,1,NS,186,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,B,2,NS,198.5,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,F,1,NS,205,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,F,2,NS,228,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
SOFP,G,1,NS,251,Conifer,1844,46.34956°,006.99915°,5/1/2016,,"1,844.00",
PDFP,H,2,SP,31,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,H,1,SP,33,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,I,4,SF,38,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,E,2,SF,40,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,E,5,EB,42,Deciduous,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,E,1,SF,43,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,H,3,SP,43,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,D,6,SF,45,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,D,3,SF,49,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,D,4,SF,49,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,I,3,EB,52,Deciduous,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,F,1,EB,53,Deciduous,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,F,4,SF,54,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,E,3,SF,58,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,I,2,SP,60,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,C,2,SF,64,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,C,1,SF,66,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,E,6,EB,68,Deciduous,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,H,4,NS,79,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,I,1,EB,80,Deciduous,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,F,5,EB,86,Deciduous,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,B,2,EB,89,Deciduous,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,C,4,EB,96,Deciduous,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,C,5,SF,103,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,H,5,NS,109,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,F,2,SF,110,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,D,5,SF,117,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,E,4,EB,122,Deciduous,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,H,7,NS,139,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,D,2,EB,142,Deciduous,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,G,1,EB,145,Deciduous,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,I,5,EB,150,Deciduous,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,A,3,SF,165,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,A,1,SF,170,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,A,2,EB,175,Deciduous,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,C,3,EB,176,Deciduous,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,H,6,NS,186,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,F,3,SF,188,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,D,1,EB,202,Deciduous,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
PDFP,B,1,SF,203,Conifer,667,46.3213639°,006.9958694°,5/1/2016,,667.00,
LRFP,A,5,EA,32,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,A,3,NS,51,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,A,1,EB,53,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,A,8,NS,54,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,A,10,EA,56,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,A,2,EB,57,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,B,1,NS,60,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,A,4,EB,61,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,A,6,NS,62,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,C,6,EB,62,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,G,4,HA,63,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,A,9,EB,65,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,C,8,NS,68,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,C,3,EB,69,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,C,5,HA,70,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,D,5,EB,72,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,H,2,HA,72,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,A,7,EA,73,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,B,2,EB,75,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,D,1,EB,78,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,B,5,NS,79,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,B,4,EB,81,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,G,7,EB,81,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,I,8,SF,82,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,G,2,EB,85,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,I,4,EA,85,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,C,7,EB,86,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,C,2,SF,87,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,H,4,NS,87,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,D,4,EA,88,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,H,6,EB,91,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,D,2,EB,93,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,D,7,SF,93,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,G,5,NS,93,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,I,2,EB,93,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,H,3,EB,98,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,C,4,NS,103,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,D,3,NS,104,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,D,6,NS,104,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,G,3,EB,104,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,B,3,SF,105,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,H,1,NS,109,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,I,6,EB,109,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,H,5,EB,117,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,I,3,EB,124,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,G,6,NS,127,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,C,1,NS,132,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,E,4,EB,132,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,E,1,EB,141,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,I,5,NS,141,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,I,1,NS,148,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,F,3,NS,150,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,I,7,NS,162,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,E,3,SF,170,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,F,1,EB,171,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,E,2,EA,204,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,E,5,NS,212,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,F,2,EB,223,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,G,1,EB,302,Deciduous,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
LRFP,F,4,NS,310,Conifer,1116,46.3319167°,007.0017333°,10/11/2016,,"1,116.00",
DPFP,I,8,SF,34,Conifer,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,I,6,SF,38.5,Conifer,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,I,7,UD,39,Deciduous,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,C,4,SF,42,Conifer,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,B,4,SF,44,Conifer,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,E,2,SF,44,Conifer,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,F,1,EB,48,Deciduous,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,I,4,SF,48,Conifer,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,G,5,NS,48.5,Conifer,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,D,1,NS,52,Conifer,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,B,1,EB,54,Deciduous,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,C,2,EB,69,Deciduous,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,A,1,SF,70,Conifer,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,A,2,EB,72,Deciduous,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,G,3,FM,74,Deciduous,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,B,2,EB,77,Deciduous,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,A,5,EB,81,Deciduous,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,A,4,CH,85,Deciduous,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,B,3,NS,96,Conifer,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,E,1,EB,98,Deciduous,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
DPFP,B,5,EB,101,Deciduous,1205,46.3415472°,007.0277333°,10/11/2016,,"1,205.00",
